Year of arrival at port of disembarkation,Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,VOYAGEID2,Captives arrived at 1st port,Captain's name
1713,50452,NS do Rosario S Antônio e Almas,"Bahia, place unspecified",Cape Lahou,"Bahia, place unspecified",,,"Rodrigues, José Inácio"
1713,50454,NS do Rosario e S Francisco do Monte,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Dourado, Domingos Fernandes"
1713,50455,S Isabel Rainha de Portugal e Almas,"Bahia, place unspecified",Calabar,"Bahia, place unspecified",,,"Fagundes, Silvestre"
1713,50456,NS da Conceição e Bom Jesus das Portas,"Bahia, place unspecified",São Tomé,"Bahia, place unspecified",,,"Rêgo, Francisco do"
1713,50457,Corpo Santo e S Boaventura,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Freitas, Veríssimo de"
1713,50459,NS do Ó e S Antônio,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Martins, Antônio"
1713,50460,NS da Conceição S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Ferreira, João Álvares"
1713,50461,NS do Pilar S Antônio e Almas,"Bahia, place unspecified",Cape Lahou,"Bahia, place unspecified",,,"Valadão, Manoel Coelho"
1713,50463,NS da Conceição S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Carvalho, Manoel"
1713,50464,NS do Amparo S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Lopes, Domingos"
1713,50465,NS da Boa Morte Conceição e S Boaventura,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Ponte, João de Souza da"
1713,50466,NS da Piedade,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Pereira, Constantino de Azevedo"
1713,50467,NS do Monte e Nazaré,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Antunes, Francisco"
1713,50469,NS da Ajuda e S Gonçalo,"Bahia, place unspecified",Calabar,"Bahia, place unspecified",,,"Vieira, Dionísio Fagundes"
1714,50470,NS da Conceição S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Porto, Manoel da Costa"
1713,50471,NS dos Milagres e S Cristóvão,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Mesquita, João Dias de"
1713,50472,S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Viana, Domingos da Rocha"
1713,50473,NS da Conceição S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Amaral, Silvestre Garcia do"
1714,50474,NS da Ajuda e S Estevao,"Bahia, place unspecified",Elmina,"Bahia, place unspecified",,,"Lima, Manoel da Costa"
1713,50475,NS da Piedade e S Antônio,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Silva, Salvador Francisco e"
1713,50476,NS do Rosario e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Almeida, Manoel Fernandes de"
1713,50477,NS da Ajuda S Antônio e Almas,"Bahia, place unspecified",Cape Lahou,"Bahia, place unspecified",,,"Noronha, Vicente de Souza de"
1713,50478,NS do Rosario S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Oliveira, Gabriel Ribeiro de"
1713,50479,NS da Conceição S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Amaral, Silvestre Garcia do"
1714,50480,NS da Vitória,"Bahia, place unspecified",São Tomé,"Bahia, place unspecified",,,"Coelho, José Luís"
1714,50481,S Isabel Rainha de Portugal e Almas,"Bahia, place unspecified",Elmina,"Americas, port unspecified",,,"Fagundes, Silvestre"
1714,50482,NS de Nazaré e S Antônio das Barreiras,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Souza, Francisco de"
1714,50483,NS da Soledade S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Dias, Domingos"
1714,50484,NS da Purificacão e S Antônio da Barra,"Bahia, place unspecified",Elmina,"Bahia, place unspecified",,,"Barbosa, Domingos"
1714,50485,NS do Ó e S Antônio,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Martins, Antônio"
1715,50486,NS do Monte do Carmo e S José,"Bahia, place unspecified","Africa, port unspecified","Americas, port unspecified",,,"Reis, Custódio dos"
1714,50487,NS da Penha da França,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Costa, Manoel da"
1714,50488,NS da Guia e S Pedro da Guarda,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Belo, Manoel Moreira"
1714,50489,S Antônio Almas e NS do Bonsucesso,"Bahia, place unspecified",Cape Lahou,"Americas, port unspecified",,,"Fonseca, Domingos Veloso da"
1714,50490,NS de Oliveira S Antônio e Almas,"Bahia, place unspecified",Calabar,"Bahia, place unspecified",,,"Cunha, Manoel da"
1714,50491,NS da Conceição S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Ferreira, João Álvares"
1714,50492,NS do Pilar e S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Oliveira, Manoel Gonçalves de<br/> Baladão, Manoel Coelho"
1715,50493,NS da Piedade S Antonio e Almas,"Bahia, place unspecified",,,,,"Escolar, Manoel"
1714,50495,NS do Rosario e S Francisco do Monte,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Dourado, Domingos Fernandes<br/> Silva, Mateus da"
1714,50496,Corpo Santo e S Boaventura,"Bahia, place unspecified","Whydah, Ouidah","Bahia, place unspecified",,,"Freitas, Veríssimo de"
1714,50497,S João de Deus,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Polinaro, Manoel Luís"
1714,50498,NS do Monte e Nazaré,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Costa, Jacinto da"
1714,50499,NS da Purificacão e S Antônio da Barra,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Barbosa, Domingos"
1715,50500,NS da Piedade e S Antônio,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Silva, José de Brito e"
1714,50501,S Caetano e Almas,"Bahia, place unspecified",Princes Island,"Bahia, place unspecified",,,"Santos, Manoel Caminha dos"
1715,50502,NS da Piedade e S Jorge,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Carvalho, Gonçalo de"
1715,50503,NS das Angústias e S José,"Bahia, place unspecified",,,,,"Mendes, Francisco Pereira"
1714,50504,NS Mãe de Deus e S José,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Visa, João Gomes"
1715,50505,NS da Piedade S José e Almas,"Bahia, place unspecified",,,,,"Melo, Cipriano Oliveira de"
1714,50506,NS do Rosario S Antonio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Porto, Amaro da Silva"
1715,50507,NS do Rosario S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Oliveira, Gabriel Ribeiro de"
1715,50508,S Antônio e Almas,"Bahia, place unspecified",,,,,"Carneiro, Manoel<br/> Ribeiro, Gabriel"
1726,50509,NS da Guia e S Boaventura,"Bahia, place unspecified",Jacquin,"Bahia, place unspecified",,,"Silva, Manoel Gomes da"
1726,50510,NS da Piedade das Chagas S Antônio e Almas,"Bahia, place unspecified",Jacquin,"Bahia, place unspecified",,,"Souza, Bernardino de"
1726,50511,NS do Livramento S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Brito, Inácio de"
1727,50512,Santiago e Alma (a) NS da Piedade e S Félix,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Maciel, Manoel Dias"
1727,50513,NS do Rosario e S Francisco,"Bahia, place unspecified",Jacquin,"Bahia, place unspecified",,,"Gomes, João Batista"
1725,50514,S João Batista,Lisbon,"Costa da Mina, place unspecified",,,,"Freitas, Veríssimo de"
1726,50515,,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,
1726,50516,,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Almeida, José Lisboa"
1726,50517,Santissimo Sacramento Santana e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Maciel, João Pereira"
1726,50518,,"Bahia, place unspecified","Africa, port unspecified","Bahia, place unspecified",,,
1727,50519,NS da Boa Hora Santana e S Joaquim,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Calado, José de Almeida"
1727,50520,NS do Tejo e Barroquinha,"Bahia, place unspecified",Jacquin,"Bahia, place unspecified",,,"Costa, João Ferreira da"
1727,50521,NS do Rosario S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Cabral, Manoel Gomes"
1727,50522,NS da Piedade das Chagas S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Sena, Bernardino de<br/> Lisboa, Maurício Moreira"
1728,50523,NS da Guia e S Boaventura,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Silva, Manoel Gomes da"
1728,50524,S João Batista e NS Piedade,"Bahia, place unspecified","Whydah, Ouidah","Bahia, place unspecified",,,"Cunha, Félix Dias da<br/> Pereira, Luís Nunes"
1727,50526,NS do Rosario S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Coimbra, Maurício Franco"
1727,50527,,"Bahia, place unspecified","Africa, port unspecified","Bahia, place unspecified",,,
1728,50528,S João Batista,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Belém, José de Oliveira"
1728,50529,NS da Conceição S Antônio da Mouraria e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Brito, Antônio Nunes de"
1727,50530,NS do Monte e Santiago,"Bahia, place unspecified",Calabar,"Bahia, place unspecified",,,"Costa, José Ferreira da"
1727,50531,NS de Nazaré e S José,"Bahia, place unspecified",São Tomé,"Bahia, place unspecified",,,"Bastos, Antonio Ribeiro"
1728,50532,NS da Conceição e Esperança,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Freitas, Veríssimo de"
1727,50533,,"Bahia, place unspecified","Africa, port unspecified","Bahia, place unspecified",,,
1729,50534,NS da Piedade S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Luz, José da"
1728,50535,NS da Piedade Chagas S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Pinheiro, Antônio"
1728,50536,Santiago e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Maciel, Manoel Dias"
1728,50537,NS do Socorro S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Coelho, Jerônimo de Araújo"
1729,50538,NS do Monte e Santiago,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Lisboa, Maurício Moreira"
1729,50539,NS da Barroquinha e S Rita,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Marques, Antônio<br/> Ferreira, Dionísio"
1729,50540,NS do Livramento S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Freitas, Antônio de Souza<br/> Macedo, Pedro da Silva de"
1729,50541,NS do Monte S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Pinto, Afonso Gonçalves"
1728,50542,NS Mãe de Deus,"Bahia, place unspecified",Princes Island,"Bahia, place unspecified",,,"Souto, Francisco Roque de"
1729,50543,NS do Rosario S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Torres, Manoel da Fonseca"
1728,50544,,"Bahia, place unspecified",São Tomé,"Bahia, place unspecified",,,"Ferreira, Jerônimo L"
1729,50545,NS da Guia e S Boaventura,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Monteiro, Antônio Nogueira"
1731,50546,S Pedro e S Paulo,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,196,"Machado, Antônio Rodrigues"
1729,50547,S João Batista e NS da Piedade,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Souza, João Ferreira<br/> Nunes, Luís"
1730,50548,NS da Conceição e S Antônio da Mouraria,"Bahia, place unspecified",Jacquin,"Bahia, place unspecified",,,"Brito, Antônio Nunes de"
1729,50549,NS do Pilar S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Cortinhal, Joaquim Rodrigues<br/> Bastos, Manoel Fernandes"
1729,50550,NS do Rosario S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Coelho, Jerônimo de Araújo"
1731,50551,NS do Rosario S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,98,"Silva, João dos Passos da"
1731,50552,NS do Rosario e S Francisco,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,458,"Lima, Antônio de Araújo"
1730,50553,NS da Oliveira S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Pereira, Francisco Nunes"
1731,50554,NS da Piedade e S Félix,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,219,"Gouvêa, Felix José de<br/> Correa, Francisco<br/> Costa, Francisco Félix da"
1730,50555,NS de Nazaré S Antônio e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Leite, João Furtado"
1730,50557,NS do Monte e Santiago,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,394,"Costa, Manoel Francisco da"
1730,50558,NS de Nazaré e S José,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,492,"Reis, Baltasar dos<br/> Serra, Francisco da Silva"
1731,50559,NS do Tejo e Barroquinha,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,210,"Costa, João Ferreira da"
1730,50560,NS da Boa Morte S Caetano e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,272,"Ribeiro, Jerônimo de Macedo<br/> Souto, Manoel Nero"
1731,50561,NS do Rosario S Antônio e Almas,"Bahia, place unspecified",Jacquin,"Bahia, place unspecified",,252,"Torres, Manoel da Fonseca"
1731,50562,Jesus Maria José e NS da Graça,"Bahia, place unspecified",São Tomé,"Bahia, place unspecified",,65,"Lima, Antônio de Araújo<br/> Souza, Francisco de Paula"
1731,50563,Santiago e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,406,"Reis, Francisco Lopes dos"
1731,50564,S Inácio e S Francisco Xavier,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,211,"Seixas, Manoel (a) Parede de Almeida"
1730,50565,NS da Boa Hora e Barroquinha (e S Rita),"Bahia, place unspecified","Whydah, Ouidah","Bahia, place unspecified",,386,"Freitas, Antônio de Souza<br/> Calado, José de Almeida"
1731,50566,NS de Nazaré e S Antônio das Barreiras,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,,"Rabelo, Manoel da Costa"
1731,50567,NS do Rosario Santana e Almas,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",,226,"Fortes, Antônio da Silva"
